"target","ids","date","flag","user","text"
1,1981391172,"Sun May 31 09:03:15 PDT 2009","NO_QUERY","nikisrinivasan","Fighting over spoons, hurriedly passing cards, fantasies, mindless laughing. Gotta love reunions! "
0,2207567917,"Wed Jun 17 08:06:12 PDT 2009","NO_QUERY","ejhildreth","Was just about to hit my stride work-wise this morning and ran into a snag.  Time to troubleshoot corrupt mySQL tables "
1,1984916119,"Sun May 31 16:03:43 PDT 2009","NO_QUERY","southernbellex3","@boburnham aww i can't wait to see it now "
0,2061490306,"Sat Jun 06 20:58:54 PDT 2009","NO_QUERY","tegancross","I'm pouting because I missed pride tonight  On a happier note I have a friend getting into town tonight to see me yay!"
0,2288195183,"Mon Jun 22 18:50:43 PDT 2009","NO_QUERY","dawnquibodeaux","@taraswain did you SEE that? they ARE getting divorced "
1,1881630971,"Fri May 22 05:10:25 PDT 2009","NO_QUERY","Wolfie_Rankin","@MrsWerewolf Thanks for that "
1,1468133491,"Mon Apr 06 23:53:59 PDT 2009","NO_QUERY","CSSVT","@0mie no thanks. I don't like jail "
1,1971530318,"Sat May 30 07:19:11 PDT 2009","NO_QUERY","kikamini","One week until my birthday! Yayyy next Saturday  19 years of life"
1,2059550546,"Sat Jun 06 17:09:31 PDT 2009","NO_QUERY","rebecap","@SuperRecords heey you know if they're will come to Brazil this year again ? "
1,1982820921,"Sun May 31 11:58:11 PDT 2009","NO_QUERY","Nezzyt","@msLaLaFantasy yes with him "
0,2245324044,"Fri Jun 19 15:58:26 PDT 2009","NO_QUERY","evan_a","Got an iPhone 3Gs... But now I have to go to Iolani.. So can't play with I for a while.. "
1,1467881229,"Mon Apr 06 22:38:16 PDT 2009","NO_QUERY","JadeEJF","just discovered tonight that her church is serving breakfast on Easter!  (I'm not sure why this is so exciting, but I suspect the baby...)"
0,1962476498,"Fri May 29 11:06:18 PDT 2009","NO_QUERY","laurenRIOT_x","was spose to be going to a party tonight but gues what im sick  grrrrr."
0,1882783710,"Fri May 22 07:28:48 PDT 2009","NO_QUERY","Romance_Fiction","I wish I had my computer on me I wanna write my book. Or one of them  also I need more ideas for them."
0,1882200784,"Fri May 22 06:25:46 PDT 2009","NO_QUERY","jcalandrino","someoneeee text me! so bored "
0,2266572795,"Sun Jun 21 08:44:22 PDT 2009","NO_QUERY","NathalieCaron","@Denyalle Yes, but why you want to put a disclaimer? This is too complicated for me!! I Don't know if I can do it!!!! "
1,1972180802,"Sat May 30 08:43:33 PDT 2009","NO_QUERY","ladanny","@kaylubb you are going to need LOTS of coffee tomorrow after tonight!  "
0,1985723120,"Sun May 31 17:39:06 PDT 2009","NO_QUERY","ShanaraLee","felt like shit all day yesty and still a bit today "
0,2255769037,"Sat Jun 20 11:45:39 PDT 2009","NO_QUERY","FakeJackHowson","I came so close to hitting Yvette last night! The only problem is that she was drunk and that would make me a rapist. "
0,2223142621,"Thu Jun 18 07:54:23 PDT 2009","NO_QUERY","faulko1","OMG..... there is no sugar!!!!!!! im gonna die with no cup of tea "
1,1469367320,"Tue Apr 07 06:09:34 PDT 2009","NO_QUERY","tracybart","@t66reis The fat purple glue stick makes me happier......  "
0,2234199418,"Thu Jun 18 22:36:30 PDT 2009","NO_QUERY","xxFARxx","i am UNBELIEVABLY sleepy. but the Ikea guys are still not here yet.. nor is the electrician "
0,2266577465,"Sun Jun 21 08:44:51 PDT 2009","NO_QUERY","lilhui","feels like hugging cousin and CRY OUT LOUD! "
0,2244002506,"Fri Jun 19 14:10:33 PDT 2009","NO_QUERY","Stephxlove13","uhhh i hate when friends ditch you for people who are backstabbers "
0,2214545713,"Wed Jun 17 16:53:50 PDT 2009","NO_QUERY","lauraEchilds","back from a sexy night with sexy people. ergh doctors early tomorrow "
1,1881658960,"Fri May 22 05:14:46 PDT 2009","NO_QUERY","erinbethcurtis","about to park. i hate riding with my brother AND school. tweet me? i'd be more than happy to reply "
1,2055997938,"Sat Jun 06 10:20:19 PDT 2009","NO_QUERY","DarianMarie43","Silly dream indeed KT. "
1,1554495829,"Sat Apr 18 17:09:12 PDT 2009","NO_QUERY","luisgalarza","@jeffr0 So, do the right thing and just give it away   hey Jeff long time no see, or heard or read, well just long time lol"
0,2184797270,"Mon Jun 15 16:26:08 PDT 2009","NO_QUERY","SimpleMia","@morgansp12 but I'm going to bed now! :O "
0,2199764100,"Tue Jun 16 17:58:14 PDT 2009","NO_QUERY","theregoesguts","my cousin just called, she's coming to visit for a week in august. it's been four years! i'd much rather go to ohio "
0,1694177461,"Mon May 04 01:26:02 PDT 2009","NO_QUERY","Guitargirl448","its only Monday "
0,1469380038,"Tue Apr 07 06:12:00 PDT 2009","NO_QUERY","quelquefois_R","@pete_c What do you think "
0,1990049904,"Mon Jun 01 03:42:48 PDT 2009","NO_QUERY","meganfarr88","aidan davis should have won britians got talentt  diversity were brill tho! you dont have to say i told you so amyy! xxx"
0,2181347609,"Mon Jun 15 11:42:19 PDT 2009","NO_QUERY","JiggaJenna","@damond_vip but I told you I didn't have my car!!! "
1,2001954956,"Tue Jun 02 02:39:04 PDT 2009","NO_QUERY","jaybranch","@ikki_oo I'm gonna guess at sunbathing?????   #office"
0,2210617248,"Wed Jun 17 11:48:27 PDT 2009","NO_QUERY","amatecha","Lame. I love how isntalling OS 3.0 made a blank 2nd page of icons so it could add Voice Memos.  "
0,1827392190,"Sun May 17 10:36:49 PDT 2009","NO_QUERY","TIFFYpants","i wanna go to a place where its warm.  IT SNOWED YESTURDAY!  Its may thats not sapose to happen "
0,2233593672,"Thu Jun 18 21:35:42 PDT 2009","NO_QUERY","dillonpatel89","This one person made me happy a couple of hours ago.....now he is making me sad "
0,1556584540,"Sat Apr 18 23:26:19 PDT 2009","NO_QUERY","aleskywalker","&lt;---- this is my face! @nick_carter needs to make that shout out to me!! it was my pooh joke! "
1,2018221899,"Wed Jun 03 09:37:43 PDT 2009","NO_QUERY","HeyPiperRiley","If you are on Facebook, please add me  http://bit.ly/38QOq"
0,2181837169,"Mon Jun 15 12:21:52 PDT 2009","NO_QUERY","evewilliamson","cant be bothered with school tomorow "
1,1771185950,"Mon May 11 23:28:48 PDT 2009","NO_QUERY","cdjensen","@kathygriffiths Hi Kathy, I have resent you an email with a Word Doc. Hope you get it this time. Let me know. "
1,1957062995,"Thu May 28 23:24:53 PDT 2009","NO_QUERY","teddyrised","@awenya @phusionade I have to agree with you. I hope I won't have to code for IE6 anymore, haaaaah "
0,2247964308,"Fri Jun 19 19:53:46 PDT 2009","NO_QUERY","teagslove","Ow, i burnt my mouth on my pizzza "
0,1563756934,"Mon Apr 20 00:07:50 PDT 2009","NO_QUERY","JeremyUK","@chinesepod Is chinesepod.com down? Pity this is during the free premium try-out time "
1,1996003702,"Mon Jun 01 14:23:01 PDT 2009","NO_QUERY","shanajaca","@Stormlite02 Nice sweet pic there lol  XX ewwwwwww"
0,1563904633,"Mon Apr 20 00:48:28 PDT 2009","NO_QUERY","matthewwu","lol, wow is down  server: thaurissan @ dragonblight "
0,1832771559,"Sun May 17 21:27:52 PDT 2009","NO_QUERY","Soulficial","Is definately a sad face   no love"
1,2002073813,"Tue Jun 02 03:03:17 PDT 2009","NO_QUERY","RedRoseWannabe","@MeikeZane Twitter is working now! "
1,1968795232,"Fri May 29 22:14:10 PDT 2009","NO_QUERY","Anime81","@EsmeACullen Hi Esme! "
1,2057442555,"Sat Jun 06 13:00:49 PDT 2009","NO_QUERY","Shawnkiev","going to go to bed "
1,2059201775,"Sat Jun 06 16:27:13 PDT 2009","NO_QUERY","lindsayamoore","http://twitpic.com/6sawv - Rainbows make me happy! "
1,2192885689,"Tue Jun 16 07:41:34 PDT 2009","NO_QUERY","nojazzloco","@eric1873 yeah, thats me!! "
0,1972106790,"Sat May 30 08:34:24 PDT 2009","NO_QUERY","joannedj","is not chuffed. Bloody rent boys 2-1 up. Frank bloody Lumpalard... Grrrr! "
0,2233993351,"Thu Jun 18 22:14:34 PDT 2009","NO_QUERY","jiuberry","Ech. everyone's just out to ruin my plans. FML. they can suckitt&amp;choke "
1,1677505300,"Sat May 02 02:26:19 PDT 2009","NO_QUERY","_Stuff","@AurianeD I'm ALWAYS right babe ! Don't u know that i'm King Julian ? xD We can really well be a HERO without destroy all the world ... "
0,1684820300,"Sat May 02 22:08:51 PDT 2009","NO_QUERY","peterc","@jamesandrews Ruddy eck that sucks  (not being direct, that is) see ya there!"
1,2186931328,"Mon Jun 15 19:32:40 PDT 2009","NO_QUERY","alphabitch","@snipeyhead Freakin' brilliant! You need to add some of those tacky yellow pull-quote boxes all the mile-long squeeze pages use tho'. "
0,1974879323,"Sat May 30 14:00:20 PDT 2009","NO_QUERY","Jean_Pierce","@BElanna_Torres OOC: No, not yet.  Ambassador Soval lost his, too "
1,1957029607,"Thu May 28 23:19:21 PDT 2009","NO_QUERY","schackattack","@Natalie_Brown doing great. Beautiful night tonight! Ready to sleep. Hope ur well!! "
1,1981281869,"Sun May 31 08:49:29 PDT 2009","NO_QUERY","Chyeawhateverr","Snoopy and skyler came back. I just but Snoopy's hair. It's raining now i'm outside listening to animal collective with all three pups. "
0,1677634842,"Sat May 02 03:09:09 PDT 2009","NO_QUERY","Lauradraper","This hella fucking sucks getting up this early. I feel like i didnt even sleep "
0,1979285410,"Sun May 31 02:23:41 PDT 2009","NO_QUERY","sidsmumma","@thatlass I hate it here  Lived in Deal most of my life, it's only 9 miles away but feels worlds apart!"
0,2260186867,"Sat Jun 20 18:48:45 PDT 2009","NO_QUERY","maggiehhs","@annalbush88 I know!  I tried it w/ lemonade once...."
1,2065267263,"Sun Jun 07 08:14:32 PDT 2009","NO_QUERY","htbthomas","@mrsvc_sp I'll read S/P/R if someone writes it! "
1,1978080287,"Sat May 30 22:23:30 PDT 2009","NO_QUERY","MrsHallows","@femmedefromage Oh yeah, thanks for the heads up! "
1,2187176290,"Mon Jun 15 19:54:09 PDT 2009","NO_QUERY","Meli_mel_mel","@christophermoy That sounds so catchy  even though i've never heard it in my life. Lol, is that a song?"
0,2005211932,"Tue Jun 02 09:22:15 PDT 2009","NO_QUERY","niellemc","@cardboardsea9 sorry to hear that   I've been surprised to find bellydance in remote areas. ever thought of giving it a try? see shira.net"
0,1759652703,"Sun May 10 19:41:16 PDT 2009","NO_QUERY","deadboyparis","@JenSantos yeah it sucks. I wanna go to NYC "
1,2177051047,"Mon Jun 15 05:20:42 PDT 2009","NO_QUERY","Lizloz","@sarahprout try quotesnack  not a site but quotes are cool "
1,2049127974,"Fri Jun 05 16:20:35 PDT 2009","NO_QUERY","levismom2003","Excited about going to eat dinner and then going to Home Depot to look at paint for Adam's nursery! "
0,2185570926,"Mon Jun 15 17:34:51 PDT 2009","NO_QUERY","FrankenBarbiex","Mei goreng. Fuck yes. OM NOM NOM. Anyone wanna do lunch today? P.s - my phone is broken, so sorry if i haven't replied to some msg's "
0,2046978538,"Fri Jun 05 12:58:27 PDT 2009","NO_QUERY","ambeyleelou","Disgusted that i bought a loaf of banana bread from some guy who came into the office today "
1,1573293716,"Tue Apr 21 00:31:17 PDT 2009","NO_QUERY","pinkkeri","is feeling summery 2day... "
1,1969750551,"Sat May 30 01:05:25 PDT 2009","NO_QUERY","dindafirly","@gorenkanmolen not yet ! Hahahah I'm still on my beloved ROOM "
0,2216901929,"Wed Jun 17 20:07:22 PDT 2009","NO_QUERY","xomeghannnnsays","Boredd and missing my twinny  but my new hair looks FAB so that's always a plus!"
0,2189419457,"Mon Jun 15 23:59:26 PDT 2009","NO_QUERY","sooejay","No tweeting yesterday coz no elec=no broadband due to storm "
1,1994955770,"Mon Jun 01 12:43:26 PDT 2009","NO_QUERY","nobodylkl","@extorturedsoul sounds awesome! "
1,1994455733,"Mon Jun 01 11:57:02 PDT 2009","NO_QUERY","Yaraq8","@Danderma ee walla guilty as charged  ehabil ehabil ehabil, sharait 2 kinds of hard bread wa7d rosemary flavour, the other onion flavour"
0,2051799922,"Fri Jun 05 22:50:33 PDT 2009","NO_QUERY","babydoll_melis","Are you the one to tell me things will be alright ? "
0,2068745974,"Sun Jun 07 14:37:26 PDT 2009","NO_QUERY","raqu3l_wond3r_w","@davidleibrandt aaaaaah Im not at my house "
0,2237583945,"Fri Jun 19 06:02:29 PDT 2009","NO_QUERY","barribaskoro","@inditapasti  gw mau bngt kesana lagiiiii. Whoops the first tweet was wrong"
0,2186812109,"Mon Jun 15 19:22:21 PDT 2009","NO_QUERY","invaderscuttle","seems like lotsa peeps arent happy with me "
0,2054614578,"Sat Jun 06 07:43:58 PDT 2009","NO_QUERY","diahsack","huuh. i hate flu again. "
1,1981129923,"Sun May 31 08:29:09 PDT 2009","NO_QUERY","CarmaSez","@katriord the page is taking forever to load!  I bet your many fans have descended upon the site  Will try again"
0,2223375178,"Thu Jun 18 08:11:44 PDT 2009","NO_QUERY","yeevs","Meiko I LOVE YOU!! lol. speaking of obsession i'm this close to selling my kidney for mac "
1,2064896391,"Sun Jun 07 07:25:55 PDT 2009","NO_QUERY","JackyTFT","Only 18 Days till DTM can't wait "
1,2046198940,"Fri Jun 05 11:50:09 PDT 2009","NO_QUERY","yayerzs","@MJay615 Tell Meachy and his lips I said hey "
0,2204113699,"Wed Jun 17 01:21:32 PDT 2009","NO_QUERY","linajohh","@X3Renda Ahaha well I'll possibly have the same reaction too,I hope it's a happy reaction  And no,I'm so sad about it "
0,2262046710,"Sat Jun 20 21:47:36 PDT 2009","NO_QUERY","roxytweets","Okay. Life without the Barclays Premier League officially sucks. "
1,1975058867,"Sat May 30 14:21:36 PDT 2009","NO_QUERY","iamluvnjordan","@jordanknight I'm missing u here on twitter! I hope u are okay! At least give a tink or something "
1,2065044714,"Sun Jun 07 07:46:13 PDT 2009","NO_QUERY","mikebrice","@jondiener only saw 2 other parties but my ceremony didn't start until 430 so I may have missed a few. No Mustang for you. "
1,1754376695,"Sun May 10 06:03:18 PDT 2009","NO_QUERY","merejames","Keeping warm from less -  http://bit.ly/19QOxL save money and the environment "
0,2062253087,"Sat Jun 06 22:43:24 PDT 2009","NO_QUERY","ThatsTwit","is wondering why it's IMPOSSIBLE to find people on this damn thing. Twitter is gay  http://twurl.nl/rwlzkv"
0,2057114222,"Sat Jun 06 12:23:52 PDT 2009","NO_QUERY","Hannah2kwe","When i grow up i want to be a famouse singer but i dount think I will "
1,1989408245,"Mon Jun 01 01:25:46 PDT 2009","NO_QUERY","FlashdaJagwar","G'nite enamoredsoul. Sweet dreams about me  LOL"
0,1564601231,"Mon Apr 20 04:13:13 PDT 2009","NO_QUERY","christinajcee","there is nothing to do these days  xx"
1,1980131375,"Sun May 31 05:47:43 PDT 2009","NO_QUERY","rotemu","@InnyM Right now it's red onion skins in one dyepot (after turmeric) and blue &amp; purples in the other. "
1,1978186678,"Sat May 30 22:39:38 PDT 2009","NO_QUERY","ltbelannatorres","My brain exploded and grew back. Whatever they shot into my butt helped a whole lot "
1,1985592539,"Sun May 31 17:24:09 PDT 2009","NO_QUERY","Ashley188","Got 3.5 on my essay for CAHSEE "
0,1999817068,"Mon Jun 01 20:52:39 PDT 2009","NO_QUERY","atEEEEyin","i need an angle!!!!!!!...the &quot;i had to go north to go to school cuz i was black&quot; is played...Lord, help me rapido! "
1,2068396264,"Sun Jun 07 14:00:39 PDT 2009","NO_QUERY","nbarber","@ComedyCures  I'm on Google Earth but I don't see you.  Wave "
1,1976596611,"Sat May 30 18:32:28 PDT 2009","NO_QUERY","NatCall","@MirandaBuzz that pic is gorgeous "
0,2180297499,"Mon Jun 15 10:16:41 PDT 2009","NO_QUERY","KaryPary","slightly tired of having an mia boyfriend "
1,1677673678,"Sat May 02 03:21:48 PDT 2009","NO_QUERY","ladymaryann","@Nic0pic0 LOL! my minions wont get it! LOL! im happy coz after watching the vids, someone is interested to buy their CD! @davethenaster "
1,2190092064,"Tue Jun 16 01:44:40 PDT 2009","NO_QUERY","Cubikmusik","@brilldisruptive back to work today after nice chilled day off yesterday.  watching #iranelections &amp; workin. Incoming Sonar! u lucky duck."
1,1795224829,"Thu May 14 07:23:20 PDT 2009","NO_QUERY","Zoraida1980","NO MORE STUDIES!! Nice run this morning &amp; bak @ work! Feeling good. "
1,1686267993,"Sun May 03 04:38:04 PDT 2009","NO_QUERY","misstetz","@Pink Haha! I just read that too, now you don't need a PR to amend things, you just go on and TWEET IT! hehe "
0,2014369987,"Wed Jun 03 01:18:15 PDT 2009","NO_QUERY","allgames","Noo! Worst news of the year   One of the greatest of all time. Lucky to have had the years we did. http://tinyurl.com/qdq434 See you on TV"
0,2265908388,"Sun Jun 21 07:32:33 PDT 2009","NO_QUERY","wunnieC","just came back from midvalley and is now back in cheras "
0,1563958523,"Mon Apr 20 01:03:35 PDT 2009","NO_QUERY","siddharthn210","Today's maths #exam was a disaster. "
0,2062362138,"Sat Jun 06 23:01:16 PDT 2009","NO_QUERY","TatiZ90","runny nose n cough is hard to sleep with... "
0,1836332846,"Mon May 18 07:48:32 PDT 2009","NO_QUERY","thevarnish","@NewHorizonsConf - where are the rest of the tweeters? Not many updates yet.  If they are like most of us, they were at b-fast too long "
1,1687401216,"Sun May 03 08:35:59 PDT 2009","NO_QUERY","iAppleGeek1","iHappyGeek1 Thanks Guys For All The Ratings And Comments "
1,1978926588,"Sun May 31 00:57:56 PDT 2009","NO_QUERY","Harishk","@ prashantdr Its one of the pictures I found at Flickr taken by a German guy ! Tried replyin u in DM "
0,1564686962,"Mon Apr 20 04:33:13 PDT 2009","NO_QUERY","Thekoolest2009","SPRiNG BREAK iS OffiCiAllY ..OVER  ...SChOOl THiS MORNiNG .UGHH i H8TE SCHOOl SOOO FREAKiN MUCH UGH !"
0,2240904221,"Fri Jun 19 10:18:15 PDT 2009","NO_QUERY","sholnay","@dahammer54 probably not "
1,1558072572,"Sun Apr 19 07:09:51 PDT 2009","NO_QUERY","Arcangel2020","@MarieLuv What the!?!? You are here in South Florida?? Sweet "
1,1933097538,"Tue May 26 22:59:36 PDT 2009","NO_QUERY","Paqmane","You knew just what to say tonight .. "
1,1996670832,"Mon Jun 01 15:29:06 PDT 2009","NO_QUERY","wth_jodie","Mismatching gummi bear heads. Yum "
0,2302744500,"Tue Jun 23 17:14:10 PDT 2009","NO_QUERY","Chris_Tine17","@MrsDDoubleU lovvvveeeeee joel stevens!!! Haha great show! Ur gonna b mad when ur done watching tho cuz the 2nd season didn't come out "
0,2045172214,"Fri Jun 05 10:20:29 PDT 2009","NO_QUERY","diehairdye","@byepolaroid no away we go in theaters here for us "
0,1978370212,"Sat May 30 23:09:20 PDT 2009","NO_QUERY","missitude","Okay lish telfoney y36ey el callers ena mo'3lag :@ etisalat u suck "
1,2051309648,"Fri Jun 05 21:36:34 PDT 2009","NO_QUERY","amberchildress","watching Slumdog Millionaire. i hope its as good as everyone says.  "
1,2070387001,"Sun Jun 07 17:36:17 PDT 2009","NO_QUERY","HeyKari","Addicted to Starbursts. "
1,1824860989,"Sun May 17 03:15:46 PDT 2009","NO_QUERY","JessicaleighOx","I watched eurovision its was shit lol "
1,1973552561,"Sat May 30 11:22:25 PDT 2009","NO_QUERY","ellamaymcbride","screw that, we're watching BUFFY "
1,1956571141,"Thu May 28 22:10:16 PDT 2009","NO_QUERY","jamesapearson","Big breakthroughs for WikiChoice today. Stay tuned friends.  "
1,1557092896,"Sun Apr 19 01:58:39 PDT 2009","NO_QUERY","marcins","awww.. Webber got 2nd not 1st. ah well, better than his recent shonky finishes!  #f1"
1,2051497905,"Fri Jun 05 22:10:46 PDT 2009","NO_QUERY","six2one","http://twitpic.com/6q4o2 my friend ryan dates 18yr olds...so this bday present seemed proper for him. "
0,1678661848,"Sat May 02 07:22:48 PDT 2009","NO_QUERY","lost_dog","@irenerencsi I am lost. Please help me find a good home. "
1,1679384596,"Sat May 02 09:13:34 PDT 2009","NO_QUERY","cajags713","I've been sleeping during this whole thing...biggest waste of time. Hollywood later "
1,2178740044,"Mon Jun 15 08:08:17 PDT 2009","NO_QUERY","kenistyles","@haileyyoungxxx Sup babe? It can't be that bad? Keep smiling hon, I predict your week will become better around Wednesday until Saturday? "
0,2254083824,"Sat Jun 20 09:12:07 PDT 2009","NO_QUERY","rbailey952","@xtifferyx Ok, that is so horrible i want to cry.  I'm so sorry."
0,1695270565,"Mon May 04 05:42:08 PDT 2009","NO_QUERY","wisguy","Being put in back booth at #McDonald's = ability to twitter all day = happy @wisguy.. Unfortch, won't happen today "
1,1968634683,"Fri May 29 21:51:53 PDT 2009","NO_QUERY","nowbie","@Kathy_in_Fla Thank you for #FF - btw I love your Avatar and wallpaper! "
1,1993079594,"Mon Jun 01 09:47:54 PDT 2009","NO_QUERY","TheCandleRanch","@HauteCowgirl Please post RadioShow information for today, I have shared with my followers and most are looking for post "
1,1684902160,"Sat May 02 22:24:10 PDT 2009","NO_QUERY","Lizmom49","@csholm724  cute "
0,2229118643,"Thu Jun 18 15:18:23 PDT 2009","NO_QUERY","SanjuanaIsCrazy","Waitimg for the results show on sytycd ! And cleaning "
0,2212627654,"Wed Jun 17 14:20:01 PDT 2009","NO_QUERY","feldhaus","I luv how I leave ontime and the connector there us an accident so I've just been sitting here for like 15mins "
0,1556932033,"Sun Apr 19 01:04:54 PDT 2009","NO_QUERY","Edi2000","Have giant headache "
1,1468422462,"Tue Apr 07 01:34:24 PDT 2009","NO_QUERY","Sakura2miaka","@Shiggity1 LATE LATE LATE!! how could you let yourself fall behind on House MD? "
0,2057185750,"Sat Jun 06 12:31:56 PDT 2009","NO_QUERY","sinceday1","@ladiilana Where have you been?! You never write me anymore "
0,2322088324,"Wed Jun 24 22:01:50 PDT 2009","NO_QUERY","I_like_Juice","I miss my Target friends...   I feel like such a bastard child..."
1,1967832789,"Fri May 29 20:17:28 PDT 2009","NO_QUERY","STACEYLY","Lebron have you seen my 3 Championship rings! LOL "
0,2059826097,"Sat Jun 06 17:42:50 PDT 2009","NO_QUERY","chaarmaainee","@MsConfident Happy Bday to ur baby! Or was that yesterday? Me sorry... I forgot "
0,1981703278,"Sun May 31 09:42:56 PDT 2009","NO_QUERY","mindyanncochran","moving junk around in the garge  my dad is making me!"
0,1881670012,"Fri May 22 05:16:22 PDT 2009","NO_QUERY","psphotographics","I love my job but I am really wishing that I was out on the Harley Davidson right now instead of in front of my computer "
1,2175680768,"Mon Jun 15 01:40:58 PDT 2009","NO_QUERY","chaibabachai","Michael Ian Black is the best twitter-er in the world. no offense to anyone, but seriously, he's awesome. "
